author,last_updated,title,review,rating,app_version,net_helpfulness,helpfulness_count
5879,Pudes buscar deli,2026-03-26T15:44:17-07:00,El mejor,Puedes ver todo en google Maps,5,26.12.2,0,0
5880,NellyGyal,2026-03-26T15:40:08-07:00,Satisfied,"Overall, Genuinely Nice People. I enjoyed the Genesis and the Service I received. I will rent again.",5,26.12.2,0,1
5881,missbazorn23,2026-03-26T15:37:02-07:00,Inaccurate information,"The Google Maps app can no longer reflects accurate information and can no longer be trusted as a source of neutral, fact-based geographic and navigation information. The owners of this app do not prioritize providing a quality product to their users and instead prioritize obeisance to people in positions of political power.",2,26.12.2,0,0
5882,Sam’s experience,2026-03-26T15:05:12-07:00,My experience of google maps,"Its really good i like how it shows the past and it brings back memories 
L",5,26.12.2,0,0
5883,Emmyn3m,2026-03-26T14:18:58-07:00,Sudden route changes at intersections & incorrect orientation,"It has been happening over and over where I get to an intersection, and the route suddenly changes. For example, it says that I should be going straight and then suddenly as I am reaching the intersection it says I have to take a left and I’m not in the correct lane which obviously causes an issue. Or it will say that I should be going left. I’m in the left lane and then suddenly the route changes to say continue going straight. But, most concerning is that I was directed to take a left and found myself on a one way going incorrect direction. It was extremely unsafe. Please fix these issues.",1,26.12.2,0,0
5884,pp-ppp09,2026-03-26T14:14:07-07:00,导航不说路线 只有提醒滴滴响 根本没有以前好用,导航不说路线 只有提醒滴滴响 根本没有以前好用,1,26.12.2,0,0
5885,🐈 Gata,2026-03-26T14:09:26-07:00,Lo mejor,El servicio es simplemente fantástico,5,26.12.2,0,0
5886,Surekha Singh,2026-03-26T13:44:29-07:00,Good so relaxing it’s nice,Thank you,5,26.12.2,0,0
5887,Nickname477p,2026-03-26T13:41:01-07:00,Use to be really good,This latest update added this really terrible feature that I absolutely despise “ask maps” feature. Gotta uninstall unfortunately.,1,26.12.2,3,3
5888,Nessa8686,2026-03-26T13:40:37-07:00,Good choices,I like the variety of music choices,5,26.12.2,0,0
5889,MissVanityV,2026-03-26T13:33:00-07:00,Navigating locating,This is the best app for location management be it for location sharing looking for resources restaurants u can do it all from here and it doesn’t take you to unnecessary routes,5,26.12.2,0,0
5890,168276,2026-03-26T12:34:45-07:00,没有声音播报,要在app里改成英文或者繁体中文才有语音播报，对简体中文有意见？,1,26.12.2,0,0
5891,PINK LEMONDADE,2026-03-26T12:32:33-07:00,I love Goggle maps,I truly love Goggle Maps over all the other maps. Even though I have a iPhone I rather use this map. Find it trustworthy and simple,5,26.12.2,0,0
5892,Yakiuylhu,2026-03-26T12:31:42-07:00,Bug found,I can’t hear turn by turn directions in another language. Only English works properly,3,26.12.2,0,0
5893,GrimmKatharina,2026-03-26T12:03:33-07:00,Filter Update,"This has been my go to app for maps when traveling for years, this new update where I can no longer filter food searches by price means I’ll have to download a new app. I don’t always time to read through menus to determine if it’s a good fit. Knowing price and cuisine was enough previously",3,26.12.2,0,0
5894,贝贝殷ang,2026-03-26T11:33:22-07:00,更新后没有语言提示多少公里。转湾,更新后没有语音提示。就是嘟一声,1,26.12.2,0,0
5895,Renee Holland,2026-03-26T11:32:43-07:00,Perfect gift for grandkids!,I love these products for my grandkids! My granddaughter loved her personalized coloring book. The quality is great and I received the items I ordered way faster than I thought I would. I will for sure order again! Such a creative and fun gift.,5,26.12.2,0,1
5896,EL.  C,2026-03-26T11:23:20-07:00,Logan and Joel,Great job and great service as always,5,26.12.2,0,1
5897,Dchdhxjdff,2026-03-26T09:58:48-07:00,NO VISIBLE ADDRESS TO COPY OR SEE REALLY BAD UPDATE,NO VISIBLE ADDRESS TO COPY OR SEE REALLY BAD UPDATE,1,26.12.2,1,1
5898,Aurelius509,2026-03-26T09:50:20-07:00,Remove the ai,"The first button used to be useful, now it’s been replaced with a useless, atrocious ask ai button. Get rid of it!",1,26.12.2,3,3
5899,jdv8907,2026-03-26T08:42:03-07:00,Stop putting AI in my app,"I did not ask for AI now you have added a button that has replaced where my saved locations is across the top bar. It’s replaced button where my home is so I keep accidentally pressing it probably by their design because they want to make it seem like we want this and use this, but I don’t. I’m literally about to delete this app because of AI stop putting AI in apps",1,26.12.2,3,3
5900,Brad_Mcd,2026-03-26T08:39:34-07:00,Outdoor TV installed,"Alex was great! He helping install a 75in outdoor TV (very heavy) on my outdoor patio wall. I reached out to him at 10am and by 1pm my TV was on the wall :) 
He even stopped by Costco and picked up a mount for me (at no extra charge, provided the receipt and didn’t up charge) highly recommended Alex and will be using him again when I get my new living room TV.",5,26.12.2,0,1
5901,Lydna68,2026-03-26T07:26:30-07:00,HVAC,Dwayne came out with Red Carpet service and got my furnace running quickly,5,26.12.2,0,1
5902,eskimopie39,2026-03-26T06:48:54-07:00,Unable to change to a faster route,"This is my go to navigation app partially because I liked being able to just click on different routes and add way points that were along my route. With the recent updates, I’m unable to select a different route. That’s faster or more fuel. Efficient like I used to be able to and it’s very frustrating. I also hate that you can’t add that a road is completely blocked off rather than just a lane being blocked off. It’s also kind of stupid that you can’t indicate that a road that you were going to turn onto is blocked because you weren’t actually on that road because it was blocked. For example, I was going to turn right onto a road and it was completely blocked off, but I couldn’t indicate that it was because I can’t turn onto that road so then Google doesn’t have that data for any other users, and it takes a while to reroute me.",2,26.12.2,2,2
5903,andrestm,2026-03-26T06:40:22-07:00,Recent changes to the search algorithm have been detrimental,"Recent changes seem to have made this app (which has traditionally been the best navigation app, bar none) nearly unusable when it comes to searching for places. You search for a store by its name, and it returns similar stores, with no way of narrowing the results to just the store you’re looking for. You search for jazz bars, and it returns every drinking hole on your vicinity, with no way for you to know which ones actually play jazz. This makes the app useless and it didn’t use to be the case. Please, Google, consider returning some control to the user in this regard. I am having to use other navigation apps now to search for places thanks to these user-hostile changes.",2,26.12.2,3,3
5904,Davis/1020,2026-03-26T06:19:27-07:00,Redwood diner,"I went there and the owner was rude, did not care that I had hair in my food or that my bread was covered in butter I did not request. I asked for med eyes to have some run and she claimed she heard me say hard eyes. Get your hears cleaned. Famous and beloved diner … not at all",5,26.12.2,0,1
5905,Oh_dude_9999,2026-03-26T05:28:49-07:00,Gotten Worse,Not sure what happened or when. But it’s slow and late in advising turns. Doesn’t matter iOS or Android. On CarPlay it’s terrible. I understand more visibility of the map. But directions is what’s most important. Redo the layout. Also traffic on my latest road trip was way off. I was already in traffic before it updated.,3,26.12.2,0,0
5906,Masidul Hasan,2026-03-26T01:45:00-07:00,Miss Navigate,"These days it’s being useless to use this app, when you are using your car or bike to reaching your destination and using this app it shows wrong route for long distance. it’s reality. this is sucks if you are planning to take a long drive and planning to follow google map.",1,26.12.2,1,1
5907,Mmmmm64932,2026-03-25T20:47:54-07:00,Washer pump,"Dave was great! Arrived on time, communicated price, cleaned up any mess. Professional and polite. Job well done! Thank you Misty F.",5,26.12.2,0,1
5908,Cazahuracan,2026-03-25T19:31:44-07:00,INSTALELAN,ES LA MEJOR DE TODAS. SE LO DICE EL CAZAHURACAN,5,26.12.2,0,0
5909,Gabe743,2026-03-25T18:49:39-07:00,Absolutely horrendous navigation,Google maps is incompetent and horrendous at GPS navigation.,1,26.12.2,0,0
5910,Whitywhiteguy,2026-03-25T18:10:18-07:00,Whitywhite gut,"I first met Marlon in 2019 about a week after my dad passed away. I Got a 12 hour long tattoo during that time I got to know Marlon and his wife and I grieved for my dad that day.. Marlon and his wife are very kind and understanding people and my tattoo was first rate since then I’ve gone back to see Marlon several more tattoos by Marlon. He did two large coverups for me and it turned out great. I’m very happy to know Marlon and his wife and family. Great tattoo artist, great guy.",5,26.12.2,1,2
5911,Alice Sperling,2026-03-25T17:38:16-07:00,Best Ever Pilates,"After taking classes in umpteen places for 20 years in San Miguel, I can verify that hands down La Linea and Brittany’s are the best. She is empathetic , passionate, and  knowledgeable. You have found your home here.",5,26.12.2,0,1
5912,deidrellnoraine,2026-03-25T17:34:30-07:00,YES!,YES!,5,26.12.2,0,1
5913,A squared 32,2026-03-25T17:33:17-07:00,La hacienda,Súper rico! Todos muy amable y la comida súper buena. Gracias Julio y Ruth!,5,26.12.2,0,1
5914,MLME1985,2026-03-25T16:54:32-07:00,Share ETA Feature Needed.,Can you please create a share ETA feature like Apple Maps has? I want to use Google Maps all the time but still have to go back to Apple Maps so people can see my ETA.,3,26.12.2,1,1
5915,Dbialek,2026-03-25T16:04:09-07:00,Lacks Common Sense Features,"I was going to give this a try as I heard good things. However, Google has lost the plot. It is more focused on recommending me places to visit and advertisements than being an actually GPS app. The fact that you are not able to select and see all your trip options is confusing. Going to stick with Apple Maps as choosing your destination route shouldn’t be a luxury.",2,26.12.2,2,2
5916,Shuthshsonapanwqlbds,2026-03-25T15:50:43-07:00,Stuck behind two trains in 10 minutes - AI is so awesome!,Hey stop using AI for your navigation app everything sucks now,1,26.12.2,1,1
5917,whydoineedareviewnickname,2026-03-25T14:51:19-07:00,Why does every perfectly functioning app need to be ruined by AI,"Way too much AI integration, the new ai features are located where I would normally click for other options, getting in the way of actually using the app",1,26.12.2,2,2
5918,Tool923,2026-03-25T13:54:38-07:00,Sending a route from desktop to iOS device,This feature is useless since it doesn’t save the route that you create from desktop to let you view it on iOS.,1,26.12.2,1,1
5919,Superstar_25!,2026-03-25T13:46:10-07:00,Best Service Ever,"This uniform store is amazing!!! Customer service is a top 10 at its best!!! And the owner is phenomenal, always is pleasant, willing to help you find anything. And let’s talk about pricing is amazing. Store is always clean and neat.. I will be back definitely for back to school..",5,26.12.2,0,2
5920,Ron in Phoenix,2026-03-25T11:34:16-07:00,Great app but not friendly to partial color-blind people,"I love Google Maps, and I’m using it all the time even on routes I’m completely familiar just to get live traffic info and my ETA time etc. however, I’m unfortunately one of those 10% men suffer partial color-blindness. To me, at night, the color Google Maps used for the direction tracks look exactly like the color used for other streets not on the direction tracks. I’m really grateful if Google Maps can choose a different color for direction tracks to easily tell apart from other colors used on other streets. This seemed happening only in their recent updates. Thanks so much!!!",4,26.12.2,1,1
5921,BecBic,2026-03-25T11:08:19-07:00,Mana Salon,"I have been going to Krystal for years, and she is truly my right hand when it comes to my hair. I wouldn’t go to anyone else—in fact, I’d follow her anywhere! She is phenomenal with color and cuts, and her bubbly, vivacious personality makes every appointment a joy. What really sets this salon apart, though, is the caliber of the entire team. It’s a space full of Master Stylists who clearly take pride in their craft. There is a unique level of rapport here that you just don’t find these days. From the moment you walk in until the moment you leave, you are front and center in your stylist's mind. They don't rush; they spend the actual time needed to build a relationship and ensure you are 100% satisfied. The atmosphere is the perfect balance—it feels like a high-end, luxury salon, yet it’s so relaxing and welcoming that you feel right at home. Krystal always listens and lets me be part of the creative process, which is a total breath of fresh air. If you want a master-level creation and a stylist who truly cares, ask for Krystal!",5,26.12.2,0,2
5922,Lostroh23,2026-03-25T10:44:55-07:00,Ai should not be part of Google Maps,"Dear Google,

Ai should not be part of Google Maps. Please allow us to opt out of using Ai within the app or remove it. It is making travel much more tedious and as someone with road anxiety for new destinations, it is making me feel unsafe!",1,26.12.2,0,0
5923,pinkysteel,2026-03-25T10:36:34-07:00,Dinner,Another great meal served with excellent service from Mariz! Nice tranquil atmosphere,5,26.12.2,0,0
5924,Justyce battle,2026-03-25T09:27:48-07:00,Bathroom kitchen,"Our guest bathroom had this slow leak behind the toilet that we ignored for way too long, and when we finally looked into it the subfloor underneath was soft and kind of spongy. Not great. Barrington Bathroom Kitchen Remodeling came in and pulled everything out, replaced the rotted section of subfloor, laid new tile, and installed a new toilet and vanity. The floor feels solid now when you walk across it which is, you know, kind of a basic requirement but it wasn't before. My mom is visiting next month and she always judges that bathroom so the timing worked out.",5,26.12.2,0,1
5925,Singh1951,2026-03-25T09:18:21-07:00,Singh,West map in the world,5,26.12.2,0,0
5926,Cleburne Junk,2026-03-25T09:03:29-07:00,Cleburne Junk Removal,"We needed help to remove our patio cover which had been damaged by recent storms.

These guys were GREAT! They did exactly what they said they would do, WHEN they said they would!

Definitely Recommend!!",5,26.12.2,0,0
5927,Jamiebqttpie,2026-03-25T08:58:02-07:00,It will have u close to an address,Sometimes it makes u circle around a neighborhood near the address u want. So annoying.  Does not read the traffic   There always a better way than it suggest,1,26.12.2,0,0
5928,The stoner family,2026-03-25T08:24:57-07:00,Arron”s furniture store the worst service ever,I do not recommend this company. I spent thousands of dollars on a washer and dryer set my washer and dryer stopped working. I was told my dryer was fine. It does not dry my clothes. I called them for service for washing machine. They take it for like 2 to 3 months. It came back. My clothes are still not spinning out. It does not drain. I called to get service for it they take my washing machine no replacement. I am a family of 12 and on the weekend I’m a family of 14 so please make this make sense how you can leave a family without a washing machine or a backup one after spinning thousands of dollars on washer and dryer set absolutely crazy.,1,26.12.2,0,1
5929,Raisen Kaien,2026-03-25T08:24:21-07:00,Beast maps ♥️,"Please add more detailed info about various establishments and businesses in Belarus, then you’ll be priceless 💔",5,26.12.2,0,0
5930,Mikoghtymex,2026-03-25T08:23:29-07:00,Getting to the right place,Google Maps is here for you so easy to navigate so you won’t get lost,5,26.12.2,0,0
5931,Charleston1820,2026-03-25T07:39:21-07:00,Grand buffet,I have since returned to Grand Buffet Chinese Restaurant two times since my review and am pleased to say that the food has returned to its usual unique tastes.   It must have been a cook's day off or vacation the day I received the watered down version of the individual dishes.  Great job!,5,26.12.2,0,1
5932,Import85,2026-03-25T07:24:06-07:00,Terrible design for a driver,"I participate in giving warnings to drivers behind me with the warning triangle.  Why does the user need to press the screen and reach far to the right to press the warning button?  It makes no sense, why not keep it always visible on the left hand side between the turning street and the arrival to destination sections on the left.  This way it would be always visible, less distraction and easier to access.  If that changes I’ll this a five star otherwise it’s to much of a hindrance for drivers on their daily commute.",3,26.12.2,0,0
5933,C-Southard,2026-03-25T07:02:44-07:00,AI features not helpful and clog AI,Google is taking Microsoft’s tactics of forcing AI LLMs into every UI without any ability to turn it off.,1,26.12.2,1,1
5934,mudpuppy45,2026-03-25T06:46:10-07:00,l have used Overstreet Electric several times over the past few years.,"I have used Overstreet Electric several times over the last few years.
Have been very satisfied with their work and the friendliness of the office.",5,26.12.2,0,0
5935,para2per,2026-03-25T04:37:35-07:00,Life SAVER,"Honestly Google Maps is a life saver to me , sometimes I I take then for granted and every time they help me get there and back to my house is a life saver, but I really don’t take them for granted. Google Maps is a wonderful resource and website that is life saver, for seniors like myself and anyone that wants to get there, so thank you and keep helping me get there",5,26.12.2,0,0
5936,Apple_User3748,2026-03-25T04:16:30-07:00,What happened to adding a stop?,"Love to use the app usually, but it seems the option to add a stop to your route is gone from the drop down menu, which I found quite inconvenient",3,26.12.2,1,1
5937,CHARLIE 5021,2026-03-25T03:21:09-07:00,Keeps Forcing Me Into Traffic Jams,"Absolutely terrible navigation experience. Even when the highway is clearly congested and barely moving, this app keeps forcing routes back onto it instead of using obvious alternate roads. It constantly reroutes into traffic jams like it knows better than real-world conditions. What’s the point of “real-time traffic” if it ignores common sense? Frustrating, unreliable, and makes already bad traffic even worse.",1,26.12.2,0,0
5938,Sister-in-Christ,2026-03-25T03:05:42-07:00,Improved,Chicken,3,26.12.2,0,0
5939,Zhoziks711,2026-03-25T01:44:09-07:00,Gives routs that are too long,Constantly good ves the hardest and weirdest routes,4,26.12.2,0,0
5940,Court7578,2026-03-25T01:16:46-07:00,Ask Maps AI - bad update,The new update adding AI to Google Maps was unnecessary but the biggest problem with it is the “ask maps” button is the the “home” buttons place which before the update made for a quick and easy user experience to go home or to a frequently visited destination. Putting the button in the bottom right corner would be better if you’re not going to give users the option to turn it off,1,26.12.2,1,1
5941,Update blunders,2026-03-24T22:59:04-07:00,Updates,Why do I have to update every 2 days,1,26.12.2,1,1
5942,J.Pohan,2026-03-24T20:40:34-07:00,goon is cool👍🏽,goon is cool👍🏽,1,26.12.2,0,0
5943,Kheidys,2026-03-24T19:58:27-07:00,La empresa de envíos más responsable de houston Texas,Tengo 11 años enviando mis cajas con ez envio y el servicio excelente responsable amables y sobre todo cumplen el tiempo requerido súper recomendado,5,26.12.2,0,0
5944,Michael Depp,2026-03-24T19:50:34-07:00,F,F google and everything they do,1,26.12.2,0,1
5945,sophie.abell07,2026-03-24T19:20:18-07:00,Thanks for leading me to a $207 dollar ticket and a $150 driving class segment,"Thanks, Google Maps, for leading me to a $207 ticket and a $150 driving class segment. 
I was out of town and wanted to go to CVS. Like anyone else, I used Google Maps to find my way. I followed the directions and got into the middle lane to make a left turn into the correct lane to enter the parking lot. However, I was focused on the people on the road and ensuring I made the turn safely, so I didn’t notice the “No Turn” sign next to the lane Google Maps had suggested for entering the parking lot. I have pictures of both the Google Maps directions, the direction I came from, and the “No Turn” sign. As I was making the left turn, a police officer happened to watch me make the turn. So then he pulled me over and informed me that the sign had been up for years and that I should have known that it was there. 
Thanks for leading me astray, Google Maps. Next time, please ensure your maps are up to date so others don’t end up with hefty tickets due to your misleading directions.",1,26.12.2,0,1
5946,danpetru,2026-03-24T17:58:54-07:00,Gulf of Mexico rename,Big tech bending the knee to dictators yet again. Uninstalled.,1,26.12.2,1,1
5947,sala 727 87 19,2026-03-24T16:17:38-07:00,POS,Want to save 3 minutes? Here’s a traffic jam that adds 25 minutes. Stop changing my route! Google likes to re route you and take you the less miles route instead of less minutes. App used to be great.,1,26.12.2,0,0
5948,Lololololololol J,2026-03-24T15:23:05-07:00,AI sucks,"They have all this intrusive AI bloating the app just like every other Google app. I already switched browsers and search engines because of this, guess it's time to change my maps app. Newsflash: normal people hate AI.",1,26.12.2,2,2
5949,Phillies2k8,2026-03-24T14:42:56-07:00,Alternate routes while driving faster/slower,Google Maps use to give you Alternate routes while driving whether they were faster or slower. That features seems to have gone away and yes I have the right options selected. Was it eliminated? This is during your drive not selecting your route beforehand.,4,26.12.2,0,0
5950,Angynitata,2026-03-24T14:35:09-07:00,DOY MI RESEÑA POR EL BUEN SERVICIO,"Tienen magníficas dentistas, un servicio de primera , su  limpieza inmejorable, precios muy cómodos así como excelente atención.",5,26.12.2,0,0
5951,JustBamBam,2026-03-24T13:29:36-07:00,Finally a great display during navigation,A well improved turn by turn direction with realistic 3D visuals during navigation,5,26.12.2,0,0
5952,Your Mother 48,2026-03-24T12:28:00-07:00,Worst GPS in my life time,"For me google was really good time ago but it has decayed over the years the software prediction is horrible routes are terrible all back roads if don’t have 100 speed humps or stop signs, or round about and driving at 20 miles per hr and 1000 turns the route won’t work it always take to the darkest road behind all stores for someone who rely on this it will get lost it won’t allow to make a left turn when arriving to locations even if there are options for it and then make you make a huge turn so you fall in the right side of the road. I will check the settings and make some adjustments but I won’t think it will work is the algorithm that it’s screwed!",4,26.12.2,0,0
5953,jonnycapen,2026-03-24T12:16:03-07:00,Give me my Spotify widget back,Evil thing,1,26.12.2,0,0
5954,Top-TierGM.Com,2026-03-24T09:52:34-07:00,Top-Tier General Management.LLC,Remodeling company,5,26.12.2,0,0
5955,Poor clientele,2026-03-24T08:26:13-07:00,Complaint,"Hello again,
And to Whom in your company it may concern,
For the clarity:
You didn't work in my unit - you worked in Unit 404 at 41 Park Street.  The work you did created a large water loss for multiple units in a multi dwelling building"".  
You and your future clients need to know of such disasters caused by people from your company.",1,26.12.2,0,0
5956,Steve Steinberg,2026-03-24T07:31:59-07:00,Groundworks,Caleb and Tyler did a wonderful job on our driveway. They were very professional and efficient.,5,26.12.2,0,0
5957,dt182,2026-03-24T07:23:28-07:00,Last update was a fail,The last update causes the map to default to auto zoom to a very close in view on CarPlay. The only way to see further is to use - and increase the range. Then when you press “done” it auto zooms back to a close up range. This makes Google Maps unusable for me. I do a lot of driving and need to see more than a quarter mile ahead of me so I can see traffic backups and up coming exits on a regular basis. Google Maps has been my go-to app up until now. I hope this gets fixed soon.,1,26.12.2,0,0
5958,Abrenny1121,2026-03-24T07:23:18-07:00,Please Fix,It stopped working with the last update…,2,26.12.2,0,0
5959,2 out of towners,2026-03-24T05:54:49-07:00,A++++Service,Stella was Awesome!!  Food excellent. A positive to all Huddle Houses,5,26.12.2,0,0
5960,Old but tech savvy and careful,2026-03-24T03:30:07-07:00,I hate having to be Google’s research team,I find the errors. I send in corrections. Sometimes they listen. Sometimes it takes years. Bike paths never get updated. I have to discover them on my own. It’s getting to the point I have to take a road atlas with me.,2,26.12.2,0,0
5961,Hellbumps,2026-03-23T22:18:01-07:00,Very good,A lot better than Apple Maps,5,26.12.2,0,0
5962,soyshay,2026-03-23T18:39:47-07:00,Great but…,I can’t find the blue dot endless I close the app and go back in 🙄,5,26.12.2,0,0
5963,BlingR,2026-03-23T17:23:19-07:00,Member,Awesome gym!!! Awesome coaches!! Environment is clean and always ready for people to workout!,5,26.12.2,0,0
5964,JamesDMill19791227,2026-03-23T17:20:36-07:00,Superb,Very Good,5,26.12.2,0,0
5965,Lavaagirl,2026-03-23T16:37:29-07:00,Persian Gulf,Persian Gulf,1,26.12.2,0,0
5966,ARAYUK,2026-03-23T14:21:35-07:00,Lamp closing cannot be reported.,"Since lamp closures affect the route, it would be appropriated if you could improve the system so that we can report them.",4,26.12.2,0,0
5967,Kmandula Noer,2026-03-23T13:44:39-07:00,Temperature icon,It would be ideal if I had the temperature icon added when I’m using Apple CarPlay,5,26.12.2,0,0
5968,Dust_King,2026-03-23T13:40:49-07:00,Updates Each Week,This app updates almost every week and won’t let you use it until the update is done. It is a terrible when it decided you need an update while in the highway or need emergency directions when someone is hurt.,2,26.12.2,0,0
5969,birkev100,2026-03-23T13:16:03-07:00,Friendly staff,Dr. Rohit and staff was very friendly.,5,26.12.2,0,0
5970,Nusgdhdmenzhxb,2026-03-23T11:44:17-07:00,Worst Routes possible,You see the title.,1,26.12.2,0,0
5971,Mar80!,2026-03-23T11:29:59-07:00,Great,Great,5,26.12.2,0,0
5972,Dhdl6,2026-03-23T10:25:08-07:00,Great and frustrating,"It’s frustrating that my saved places do not show up when I search for something. A lot of times I am searching for places that are near my saves, and this would be helpful.",4,26.12.2,0,0
5973,Armaniki,2026-03-23T09:38:16-07:00,No se orienta,La vista en car play no se orienta es difícil navegar así,1,26.12.2,0,0
5974,Rockbaby23,2026-03-23T09:10:10-07:00,On the way it doesnt show the other units that it showed before,"Dear developers, what have you done to the app? It’s completely glitchy and sluggish—please revert it to how it was before.",1,26.12.2,1,1
5975,Edgar  ginory,2026-03-23T08:25:01-07:00,Sharon Hernandez,Sharon was excellent describing the technology of the TVs. She was very helpful and answer all of f our questions.,5,26.12.2,0,0
5976,LadiibugMii,2026-03-23T07:33:35-07:00,Update is TERRIBLE,"Last week I was in Paris and woke up one morning to go on a stroll and what would you know if the maps didn’t update overnight. The new walking directions are absolutely terrible. They have a big arrow instead of the nice little white guy. You can’t see anything with the arrow.

When I get back home and get in my car, the view on the screen in my car have changed as well. I can’t express how terrible this update is. It’s led to me using other maps.",1,26.12.2,0,0
5977,Og123b,2026-03-23T06:19:53-07:00,Saved maps don’t show,Doesn’t show saved maps anymore. Been like this for months I’m not sure what happened. They’ll show for a few days then nothing pops up when you select an address that you have saved.,1,26.12.2,1,1
5978,Jordanian Jackhammer,2026-03-23T05:42:58-07:00,Please fix the zoom setting,"This is a great app, but it’s really frustrating that you can’t change the Zoom setting. The default zoom is zoomed in way too far. You can’t really see the bigger picture of where you’re going besides the immediate turn.",2,26.12.2,0,0
5979,rjy5pjr,2026-03-23T05:11:10-07:00,Time waster with updates,"Every time I open maps from chrome, it takes me to the app store to update! Why can’t I just open Google maps straight from chrome without it taking me back to the app store?? This happens every time even when I’m using my old routes. This never happened a few years ago. I can’t figure out why it constantly wants me to update. Time waster!",1,26.12.2,1,1
5980,Bdbdbxjx x,2026-03-23T04:55:43-07:00,U need money to install,Trash app it sucks wont let me do anything without paying,1,26.12.2,0,0
5981,SomeNickname89,2026-03-23T03:52:38-07:00,Stop with the AI garbage,"Used to use Google Maps all the time, but this new annoying “ask maps” garbage made this an instant delete. That should be the “go home” button now it’s “oh hey wanna destroy the environment to ask a stupid question?” No thanks.",1,26.12.2,1,1
5982,89 p13504,2026-03-22T22:21:58-07:00,Google Maps,It is good,5,26.12.2,0,0
5983,F..k Google,2026-03-22T21:54:07-07:00,S T O P,"Please, just stop trying to MAKE me go on Google.

If I wanted to, I would’ve started with Google.

I didn’t, so stop trying to push me that way…..",1,26.12.2,0,0
5984,I’m very angry,2026-03-22T19:24:06-07:00,Scam!,"This is the trickiest navigation system I have ever encountered. You select a route—it offers several options, including one with toll roads. I choose the route that avoids tolls—and I’ve even set the preferences specifically to exclude toll roads—yet, once I’m already on my way, it brazenly and arbitrarily diverts me onto toll roads anyway. It is a sly and shameless money-making scheme; it is astonishing that companies of this caliber would engage in such practices!",1,26.12.2,0,0
5985,Livboat1289,2026-03-22T18:11:57-07:00,Updates SUCK,Google now automatically changes your route while driving without telling you or asking. We specifically chose the shorter route that was also no tolls and the turns out it changed our route to go through tolls and cost us $10 and was longer. It has changed my route and disregarded my chosen route SO MANY times in the last few months. Not telling you or asking is actually insane.,1,26.12.2,1,1
5986,jack by quick,2026-03-22T17:55:55-07:00,Yuck,I dont like it.  The original map site worked just fine!,1,26.12.2,1,1
5987,Juliana Coronado,2026-03-22T17:19:48-07:00,This app is perfect for maps,Juliana Coronado,5,26.12.2,0,0
5988,Lynetteecheverz,2026-03-22T16:50:33-07:00,God Bless Google Maps,"I legit wouldn’t be able to make it to my
Mailbox if I had one down the street without Google Maps. The real heros of the streets werd. God Bless and Amen 🙏",5,26.12.2,0,0
5989,Ghie1104,2026-03-22T16:48:21-07:00,Excellent Apps !,Very useful! 🥳💖👍🎉,5,26.12.2,0,0
5990,56)(,2026-03-22T16:24:36-07:00,Tipicos Parce,"Food and staff is beyond exemplary, definitely recommend this location when you need something good to eat and drink.",5,26.12.2,0,0
5991,￼ Joshua Wilkins ￼,2026-03-22T15:17:02-07:00,Joshua,Wilkins,5,26.12.2,0,0
5992,QA_2,2026-03-22T14:33:06-07:00,So full of ads and distractions,"Feels like every update I have to fight the app more to do anything. Ad icons on the map covering what I want to look at, ads cluttering search results, the stupid “news” panel (full of ads) opening by default and forcing me to close it to ever look at the map.

I keep Google for downloaded offline maps, and as soon as that feature appears elsewhere I’m deleting this.",2,26.12.2,0,0
5993,Net CD,2026-03-22T14:11:17-07:00,Handyman Local Service,Alex just completed a couple of jobs and did an outstanding job!  He is prompt and very capable. He repaired several places in drywall that were are result of a fall. You cannot find where they were now!  Alex is neat and cleans up beautifully when finished working. He also repaired a corner cabinet lazy Susan. It is working as well as it did when newly installed. I am very impressed and pleased with his workmanship. I certainly ask him again when I need help.,5,26.12.2,6,8
5994,Count L.,2026-03-22T13:21:44-07:00,Search is terrible,"If I search for cafe I want to see cafes, not every single restaurant option, except of course actual cafes! Apparently real cafes are too niche compared to fast food chains and sushi places, and gas stations!? If I zoom into where a cafe is and re search it will show up, along with all other businesses…",1,26.12.2,0,0
5995,Halitkvk,2026-03-22T12:10:52-07:00,Urgent action,"Whoever developed this app must be an absolute idiot—or perhaps just utterly incompetent—because every single time you open the map, it recalibrates itself, redraws the routes, and reorients the map view. Even if you are already heading in the correct direction, it often spins the map around to suit its own orientation rather than yours. How have they failed to fix this issue after all these months—or even years? When I want to open the map, I simply want it to pick up exactly where I left off, without spinning or rotating the view left and right.",3,26.12.2,0,0
5996,Cabayom,2026-03-22T10:53:40-07:00,Miguel,Juliam,5,26.12.2,0,0
5997,Stephiphonelover,2026-03-22T10:44:00-07:00,Terrible Update,"Google Maps has always been my go to for directions. Until a recent update a few weeks ago. I don’t know what they did but the view is now terrible, the curve arrow to signify a turn is delayed and you get pretty much to the turn before it updates on screen. Also it’s showing wrong routes. Myself, colleagues and friends over the past couple of weeks have all had instances of our gps just giving wrong directions or guiding to an exit that completely changes your ETA, sometimes adding over 20 minutes to what has been listed. I wish they would switch back or undo this latest update.",3,26.12.2,0,0
5998,Ifan 101,2026-03-22T09:33:45-07:00,Complicated routes,Always take me through complicated paths with many turns rather than simple routes.,2,26.12.2,0,0
